,topic0,correlation,de_sentiment,fr_sentiment
36,31,-0.12673418039327242,-0.5222318380289414,-0.8056403557552596
37,59,-0.12471678493332963,0.033586124600156995,-0.5590613245979413
38,137,-0.12422086194091383,-3.587078377550248,0.4346296631590563
39,93,-0.12310637577994608,-0.5279147861632311,-0.3163449816936522
40,49,-0.12257602661449517,-5.720228008202672,-0.29860990252836994
41,153,-0.12010995963374985,0.31031466958035797,0.406512835648388
42,161,-0.11080132119853146,-1.9811436349765994,1.2922392846713973
43,78,-0.11056541287927175,0.10051653444475292,0.1678094788388232
44,205,-0.10651587972921046,-0.10690886486838722,-1.1881746558863664
45,2,-0.10332599575135998,0.0657758617583758,-0.12498105507275917
46,29,-0.09817800253187534,-1.598402102911928,-0.013917541312845937
47,33,-0.09722944822356998,-1.4287640428784316,1.0667055670302092
48,35,-0.0948799398175657,0.6363489184599346,-0.0954572146022368
49,116,-0.09218972256337651,-0.14655084990321068,-0.604299687938522
50,70,-0.09151050030033898,0.2279984395166264,0.27985387738658946
51,50,-0.09121210349818266,-0.31230181540395696,-0.47396102920691896
52,95,-0.08522608044955464,-1.7360121314225818,-0.7191027979716242
53,117,-0.08430543071170464,0.05472145854022751,-0.8368862557832977
54,56,-0.08425974347034285,-0.4796810447292644,0.035240773715215626
55,64,-0.08192834272057496,0.2666106072488704,-0.6148027257828288
56,18,-0.07355253684489836,0.018469926460913156,0.033362703502037294
57,20,-0.06747538795678676,-0.888298330378935,0.30205947088292256
58,40,-0.06736287377536872,-2.1517810426541506,-0.19491019704074086
59,143,-0.06534008226719867,-0.5797354676018941,0.20398294541168696
60,146,-0.06441768182033729,-0.5673441237242115,0.6722127049659695
61,16,-0.06203872274988645,-2.96126424093236,0.07670750653356241
62,82,-0.05244629970030667,-2.247490595259438,-0.32033092418359926
63,193,-0.04835872419120822,0.5289668425266361,-0.9661559947490419
64,80,-0.046837868897514234,-0.830933482741215,-0.35991313625947374
65,175,-0.046238545748054694,-1.4675319160316713,0.20599242114728436
66,23,-0.043845214536118955,-0.8179080829839682,-0.3854872098992417
67,154,-0.03805776079460078,0.05214641890453671,-0.9762195251740352
68,168,-0.03700711919985951,-0.9470593288873979,-0.6876551209629096
69,136,-0.03611988781474688,0.20188665237905593,-0.38291400777482415
70,13,-0.03376025428278342,0.5833356521170445,-0.34129063950212146
71,45,-0.03238211071715977,1.778911730464795,-0.24268488970469024
72,118,-0.03036014735393575,0.16538658633444214,-0.07058913563406821
73,101,-0.03034834395475394,-0.24255790297944474,0.03478331327788845
74,200,-0.029869120274013224,-3.795243202713385,4.065315315315314
75,189,-0.028464283712436974,-1.7210622188818212,-0.112724396340184
76,109,-0.028060674953746846,0.5019654918715291,-0.09251264545126378
77,79,-0.026918489436920042,-0.008502849950811837,-0.3308129201663014
78,204,-0.025033736443533773,-4.9985535482182,0.5106902562040223
79,89,-0.022534837008496792,-4.546129788851172,-0.4590694380127623
80,30,-0.020253849882344275,0.43375148985130546,-0.5160868989485243
81,14,-0.019854685279330812,0.15754562353177473,-0.6304200987484833
82,51,-0.017949634760299298,0.49815873469578253,0.49020799295563655
83,11,-0.01456478915761024,0.5322393521024007,-0.3371282854791484
84,44,-0.01422555146699547,0.2505989264431898,-0.5592422443118165
85,169,-0.00549276026075511,0.1675975849761536,-0.1284189745396383
86,73,-0.005052862562443884,0.16278296844746723,-0.022744512232634368
87,113,-0.004404667342999694,0.11983019171148697,0.017614966207446858
88,27,-0.0042289805470983105,-0.535380716540747,-8.067034278969836e-05
89,3,-0.003483239573002778,0.8853765361748722,0.7997028265426204
90,76,-0.0008993384767429733,-0.6731469111671842,-0.005002509750010939
91,151,-0.0008113977485806781,0.382375484189512,-0.11780815444601293
92,85,-0.0007396947117680934,-1.5946063447162715,-0.3246485865820654
93,142,0.0003125580185175699,-1.5472925585792283,-0.6146984882147083
94,194,0.0010632805899908199,-0.9087065703387183,-0.3288148510334822
95,206,0.0023475706823721616,-1.1288734490818382,0.3416944877062035
96,42,0.004238721694653883,0.6127706069900798,0.12146251275314351
97,149,0.005568859529644833,-3.3567136746226054,-0.4246136967408823
98,77,0.00565585843811721,0.4154870221513119,-0.3398669520297067
99,127,0.005711829492248701,-0.5004629969470229,0.30665994376910866
100,86,0.005878264851708396,0.02376152437117948,-0.08056695411325243
101,81,0.005905060632854697,-0.40131947045748323,0.6037719981944916
102,207,0.009927764917008154,2.0076251803078486,0.03800177189844752
103,12,0.011187193010293778,0.3715763165429989,-0.42592376035841156
104,46,0.011640173126821876,0.21890965550456065,-0.388388382862513
105,36,0.014018252094260525,0.10697468388946886,-0.37642082870603527
106,62,0.016106585052063208,0.6803656246017675,-0.5293783073465458
107,24,0.016486824529959112,-0.5559731053179678,-0.07122358712910522
108,156,0.019554599084667775,0.44224463153912785,0.2503767344251658
109,105,0.022728096418565158,-0.531125128167331,-0.5190362614132811
110,100,0.023249606608516993,-2.6512870802335335,0.36627629328391004
111,48,0.02660309763030374,-4.807095410371959,0.7100840873656489
112,8,0.02960363693718531,-1.0122597935136781,-0.13836228472922016
113,122,0.03023814010895642,0.2037349930076638,-0.3083483992207245
114,0,0.031912045258479405,0.48084726834226826,-0.8823831448055373
115,155,0.03273822765911069,-1.335642754404039,0.5466606168508507
116,166,0.03581368067237773,-0.695105980520238,-0.5112234767530115
117,174,0.039714001542587314,-0.3138683515041589,0.6758623536669829
118,74,0.040663075204272765,0.20116659494094594,-0.24032486314656507
119,5,0.04081020833858852,-1.2286035517980862,-0.47479124794502064
120,181,0.04114917318960465,-0.38537153338187835,-0.40048985789840635
121,4,0.04206108785442519,-0.0009911783388460108,0.0197607921547147
122,58,0.04357074159725629,-0.7500663807880512,-0.6422534065274216
123,165,0.04440549581538852,0.4638457408021121,-0.004759922699492029
124,96,0.045149956233859596,0.23257188031390183,-0.2840543649898869
125,41,0.04780631378872405,0.1256311986289001,0.17282873001975352
126,68,0.04830159998376047,-0.10697311943987173,0.036878766430624835
127,177,0.04868525694150902,0.16349269361349492,0.2907789497336526
128,15,0.053855569817651244,-1.0372963091654472,0.2637036650200631
129,203,0.053862121830026935,0.5842817748150504,0.1264722912328808
130,37,0.05409386512526993,0.2689443355341777,0.2515176341443776
131,84,0.05485376226236704,-0.8792281563676962,0.09548665634495228
132,83,0.055104868162704955,-0.7982811466551097,-0.0791014456928218
133,178,0.06307238413430975,-0.08749002825155534,-0.20776248842632047
134,1,0.06323397154750415,0.3970302009144549,-0.3542318850470489
135,164,0.06325212262641824,-2.0492360932938913,0.04240649223475971
136,120,0.06576663232363814,0.31667834562667085,0.3701948271720472
137,134,0.06664389076830735,-0.4616327653338959,0.2849455763780106
138,38,0.06736164916561017,0.18628055740446817,-0.17709100953161241
139,162,0.06914872718649304,-1.8444257478541792,-0.015952906786388714
140,99,0.07287920039272468,0.22341809481352365,-0.21440937706221688
141,124,0.07321048377489545,-0.06080726633476699,-0.2633311438275708
142,187,0.07381000761539622,0.3298069778387299,0.32458517887899807
143,108,0.0742486769948422,-0.6630643470408595,0.12840120188542165
144,91,0.08066845023188021,-3.4686678622318237,-0.16683930308901773
145,88,0.08390121695610356,-2.210796852800634,0.2304647306666249
146,132,0.08733903548484032,0.03557381672172745,0.04172222337272652
147,75,0.08824207351465342,0.2553268018436983,-0.11957428316891808
148,130,0.08843057300965308,-2.8118720669832165,2.2022792022791973
149,192,0.09074676934876821,-0.19483715958001954,-0.29625075337193496
150,34,0.09150652624188481,-0.7056549079960059,0.16425550584030685
151,145,0.09252765556618825,0.27954258279549704,-0.6303564941047307
152,92,0.09567464586317792,0.142345734845935,-0.00030351364659842123
153,6,0.0959970163474635,0.20366466766888758,-0.949973949032757
154,115,0.09609384094183347,0.2878136308996495,-0.1576087488383098
155,119,0.09612302801586964,0.31794801439533954,-0.05765249388881515
156,103,0.09747998299637016,-0.2772807649688229,-0.5825103323570124
157,186,0.10020013058992105,0.354497967600091,-0.12229572447996447
158,47,0.10023110348384418,0.12068434182570188,-0.516879931767527
159,17,0.10162377729999982,-0.2210953728518714,-0.05195552410160526
160,171,0.10589177816013101,-10.330607011386281,-0.374074861912563
161,57,0.11092568251587524,0.4501152264988977,-1.1874354499636215
162,179,0.11474325252699834,0.38826792875511934,-0.4620467727243358
163,107,0.11614328890925105,0.40692917199883416,0.6493041457084529
164,121,0.11615887588651501,0.26588929300809727,-0.28316391347576686
165,147,0.11823294708974308,-0.9720426623001992,-0.3427829686993152
166,196,0.12376018874152357,-2.9846668307904216,-0.3799704723502897
167,195,0.12377070358992837,0.264949266368116,0.8147505679383887
168,126,0.12413003397310778,-0.10766556338317439,-0.14663507128081749
169,55,0.12945910725556353,0.07744101540223342,0.22895670259049947
170,9,0.13211030392640732,-0.14198308406478927,-0.43645332740393744
171,53,0.13483528228086591,-1.5000021086885311,0.10610606739897026
172,128,0.1357366088562228,0.11939485115658931,0.06627511018954935
173,69,0.13626554881014066,0.4458049475673581,-0.10545825755612959
174,104,0.14639617275202915,0.0113289606787986,0.4420502735818899
175,170,0.1501470184776257,-0.4936012849734118,-0.4118379473018663
176,28,0.15085135339945838,0.2811196791378353,0.23972863419793483
177,182,0.15590368386240047,-0.4426363503516462,-0.449835318427362
178,125,0.1616882441218929,0.6985461988303339,0.08510689354447241
179,98,0.163845854455023,-0.3195846731302713,-0.11820404785681499
180,71,0.16546336146060872,-0.058415141130906956,0.10267244386537772
181,106,0.16734774652126522,0.24482692450424431,-0.14989715354159042
182,87,0.16746656874616261,-0.060942667616455025,0.22722555078693454
183,158,0.16787106653832498,-0.38039886546670654,0.11739527832970831
184,39,0.1740176043623722,-0.2615249262873986,-0.0009090359078007158
185,72,0.17485574518790153,-1.2410185053523135,-0.00571923674996024
186,197,0.1818873377131567,-1.625420054200527,0.07717630848915653
187,65,0.1820851522359673,-0.12638432445947245,-0.43475641516985314
188,43,0.18273451335546065,0.4931754990259475,-1.0517776533870093
189,185,0.18557730599164837,0.39423116343524,-0.1382789997919164
190,60,0.1930449934661459,-0.2685405308108779,0.39678646570218773
191,129,0.20301279261982974,-2.863069209042212,-0.5650005631396701
192,7,0.20669588714135273,0.34563398431880243,-0.3935872856632493
193,110,0.20709483680269636,1.0450699158562413,0.036954776044941025
194,90,0.21013799533273936,0.3703947546094862,-0.08386445904593219
195,61,0.22688699174996346,0.24428690132341654,-0.48798390151295523
196,201,0.24059574856685786,0.16174640622793424,5.343332830109798
197,188,0.24305380859786876,-0.28005767332815507,0.5499719409227745
198,123,0.2456379911088483,-0.1702074074981773,0.3491907583287528
199,157,0.3078609604664013,-3.0144992960282795,0.33549444393346944
200,183,0.3142054529853943,0.44602169229415656,0.03145318919319741
201,144,0.31861393067482935,-3.237435928345059,0.20693832533597603
202,114,0.318984780922239,-1.970981164025823,-0.5586560328055487
203,140,0.327319452761664,0.32886761464996667,0.9706773827105367
204,22,0.3340616461257555,0.1692085027122818,0.2505090706243346
205,167,0.35667646155208077,0.3581575500269284,-0.4674057280962501
206,54,0.39064251490066765,-7.371672584658789,0.08815779100563337
207,19,0.5031004717119584,-0.1337390325983122,0.7140354968951759
